,time
932,2018-07-21 12:00:00
933,2018-07-22 12:00:00
934,2018-07-23 12:00:00
935,2018-07-24 12:00:00
936,2018-07-25 12:00:00
937,2018-07-26 12:00:00
938,2018-07-27 12:00:00
939,2018-07-28 12:00:00
940,2018-07-29 12:00:00
941,2018-07-30 12:00:00
942,2018-07-31 12:00:00
943,2018-08-01 12:00:00
944,2018-08-02 12:00:00
945,2018-08-03 12:00:00
946,2018-08-04 12:00:00
947,2018-08-05 12:00:00
948,2018-08-06 12:00:00
949,2018-08-07 12:00:00
950,2018-08-08 12:00:00
951,2018-08-09 12:00:00
952,2018-08-10 12:00:00
953,2018-08-11 12:00:00
954,2018-08-12 12:00:00
955,2018-08-13 12:00:00
956,2018-08-14 12:00:00
957,2018-08-15 12:00:00
958,2018-08-16 12:00:00
959,2018-08-17 12:00:00
960,2018-08-18 12:00:00
961,2018-08-19 12:00:00
962,2018-08-20 12:00:00
963,2018-08-21 12:00:00
964,2018-08-22 12:00:00
965,2018-08-23 12:00:00
966,2018-08-24 12:00:00
967,2018-08-25 12:00:00
968,2018-08-26 12:00:00
969,2018-08-27 12:00:00
970,2018-08-28 12:00:00
971,2018-08-29 12:00:00
972,2018-08-30 12:00:00
973,2018-08-31 12:00:00
974,2018-09-01 12:00:00
975,2018-09-02 12:00:00
976,2018-09-03 12:00:00
977,2018-09-04 12:00:00
978,2018-09-05 12:00:00
979,2018-09-06 12:00:00
980,2018-09-07 12:00:00
981,2018-09-08 12:00:00
982,2018-09-09 12:00:00
983,2018-09-10 12:00:00
984,2018-09-11 12:00:00
985,2018-09-12 12:00:00
986,2018-09-13 12:00:00
987,2018-09-14 12:00:00
988,2018-09-15 12:00:00
989,2018-09-16 12:00:00
990,2018-09-17 12:00:00
991,2018-09-18 12:00:00
992,2018-09-19 12:00:00
993,2018-09-20 12:00:00
994,2018-09-21 12:00:00
995,2018-09-22 12:00:00
996,2018-09-23 12:00:00
997,2018-09-24 12:00:00
998,2018-09-25 12:00:00
999,2018-09-26 12:00:00
1000,2018-09-27 12:00:00
1001,2018-09-28 12:00:00
1002,2018-09-29 12:00:00
1003,2018-09-30 12:00:00
1004,2018-10-01 12:00:00
1005,2018-10-02 12:00:00
1006,2018-10-03 12:00:00
1007,2018-10-04 12:00:00
1008,2018-10-05 12:00:00
1009,2018-10-06 12:00:00
1010,2018-10-07 12:00:00
1011,2018-10-08 12:00:00
1012,2018-10-09 12:00:00
1013,2018-10-10 12:00:00
1014,2018-10-11 12:00:00
1015,2018-10-12 12:00:00
1016,2018-10-13 12:00:00
1017,2018-10-14 12:00:00
1018,2018-10-15 12:00:00
1019,2018-10-16 12:00:00
1020,2018-10-17 12:00:00
1021,2018-10-18 12:00:00
1022,2018-10-19 12:00:00
1023,2018-10-20 12:00:00
1024,2018-10-21 12:00:00
1025,2018-10-22 12:00:00
1026,2018-10-23 12:00:00
1027,2018-10-24 12:00:00
1028,2018-10-25 12:00:00
1029,2018-10-26 12:00:00
1030,2018-10-27 12:00:00
1031,2018-10-28 12:00:00
1032,2018-10-29 12:00:00
1033,2018-10-30 12:00:00
1034,2018-10-31 12:00:00
1035,2018-11-01 12:00:00
1036,2018-11-02 12:00:00
1037,2018-11-03 12:00:00
1038,2018-11-04 12:00:00
1039,2018-11-05 12:00:00
1040,2018-11-06 12:00:00
1041,2018-11-07 12:00:00
1042,2018-11-08 12:00:00
1043,2018-11-09 12:00:00
1044,2018-11-10 12:00:00
1045,2018-11-11 12:00:00
1046,2018-11-12 12:00:00
1047,2018-11-13 12:00:00
1048,2018-11-14 12:00:00
1049,2018-11-15 12:00:00
1050,2018-11-16 12:00:00
1051,2018-11-17 12:00:00
1052,2018-11-18 12:00:00
1053,2018-11-19 12:00:00
1054,2018-11-20 12:00:00
1055,2018-11-21 12:00:00
1056,2018-11-22 12:00:00
1057,2018-11-23 12:00:00
1058,2018-11-24 12:00:00
1059,2018-11-25 12:00:00
1060,2018-11-26 12:00:00
1061,2018-11-27 12:00:00
1062,2018-11-28 12:00:00
1063,2018-11-29 12:00:00
1064,2018-11-30 12:00:00
1065,2018-12-01 12:00:00
1066,2018-12-02 12:00:00
1067,2018-12-03 12:00:00
1068,2018-12-04 12:00:00
1069,2018-12-05 12:00:00
1070,2018-12-06 12:00:00
1071,2018-12-07 12:00:00
1072,2018-12-08 12:00:00
1073,2018-12-09 12:00:00
1074,2018-12-10 12:00:00
1075,2018-12-11 12:00:00
1076,2018-12-12 12:00:00
1077,2018-12-13 12:00:00
1078,2018-12-14 12:00:00
1079,2018-12-15 12:00:00
1080,2018-12-16 12:00:00
1081,2018-12-17 12:00:00
1082,2018-12-18 12:00:00
1083,2018-12-19 12:00:00
1084,2018-12-20 12:00:00
1085,2018-12-21 12:00:00
1086,2018-12-22 12:00:00
1087,2018-12-23 12:00:00
1088,2018-12-24 12:00:00
1089,2018-12-25 12:00:00
1090,2018-12-26 12:00:00
1091,2018-12-27 12:00:00
1092,2018-12-28 12:00:00
1093,2018-12-29 12:00:00
1094,2018-12-30 12:00:00
1095,2018-12-31 12:00:00
1096,2019-01-01 12:00:00
1097,2019-01-02 12:00:00
1098,2019-01-03 12:00:00
1099,2019-01-04 12:00:00
1100,2019-01-05 12:00:00
1101,2019-01-06 12:00:00
1102,2019-01-07 12:00:00
1103,2019-01-08 12:00:00
1104,2019-01-09 12:00:00
1105,2019-01-10 12:00:00
1106,2019-01-11 12:00:00
1107,2019-01-12 12:00:00
1108,2019-01-13 12:00:00
1109,2019-01-14 12:00:00
1110,2019-01-15 12:00:00
1111,2019-01-16 12:00:00
1112,2019-01-17 12:00:00
1113,2019-01-18 12:00:00
1114,2019-01-19 12:00:00
1115,2019-01-20 12:00:00
1116,2019-01-21 12:00:00
1117,2019-01-22 12:00:00
1118,2019-01-23 12:00:00
1119,2019-01-24 12:00:00
1120,2019-01-25 12:00:00
1121,2019-01-26 12:00:00
1122,2019-01-27 12:00:00
1123,2019-01-28 12:00:00
1124,2019-01-29 12:00:00
1125,2019-01-30 12:00:00
1126,2019-01-31 12:00:00
1127,2019-02-01 12:00:00
1128,2019-02-02 12:00:00
1129,2019-02-03 12:00:00
1130,2019-02-04 12:00:00
1131,2019-02-05 12:00:00
1132,2019-02-06 12:00:00
1133,2019-02-07 12:00:00
1134,2019-02-08 12:00:00
1135,2019-02-09 12:00:00
1136,2019-02-10 12:00:00
1137,2019-02-11 12:00:00
1138,2019-02-12 12:00:00
1139,2019-02-13 12:00:00
1140,2019-02-14 12:00:00
1141,2019-02-15 12:00:00
1142,2019-02-16 12:00:00
1143,2019-02-17 12:00:00
1144,2019-02-18 12:00:00
1145,2019-02-19 12:00:00
1146,2019-02-20 12:00:00
1147,2019-02-21 12:00:00
1148,2019-02-22 12:00:00
1149,2019-02-23 12:00:00
1150,2019-02-24 12:00:00
1151,2019-02-25 12:00:00
1152,2019-02-26 12:00:00
1153,2019-02-27 12:00:00
1154,2019-02-28 12:00:00
1155,2019-03-01 12:00:00
1156,2019-03-02 12:00:00
1157,2019-03-03 12:00:00
1158,2019-03-04 12:00:00
1159,2019-03-05 12:00:00
1160,2019-03-06 12:00:00
1161,2019-03-07 12:00:00
1162,2019-03-08 12:00:00
1163,2019-03-09 12:00:00
1164,2019-03-10 12:00:00
1165,2019-03-11 12:00:00
1166,2019-03-12 12:00:00
1167,2019-03-13 12:00:00
1168,2019-03-14 12:00:00
1169,2019-03-15 12:00:00
1170,2019-03-16 12:00:00
1171,2019-03-17 12:00:00
1172,2019-03-18 12:00:00
1173,2019-03-19 12:00:00
1174,2019-03-20 12:00:00
1175,2019-03-21 12:00:00
1176,2019-03-22 12:00:00
1177,2019-03-23 12:00:00
1178,2019-03-24 12:00:00
1179,2019-03-25 12:00:00
1180,2019-03-26 12:00:00
1181,2019-03-27 12:00:00
1182,2019-03-28 12:00:00
1183,2019-03-29 12:00:00
1184,2019-03-30 12:00:00
1185,2019-03-31 12:00:00
1186,2019-04-01 12:00:00
1187,2019-04-02 12:00:00
1188,2019-04-03 12:00:00
1189,2019-04-04 12:00:00
1190,2019-04-05 12:00:00
1191,2019-04-06 12:00:00
1192,2019-04-07 12:00:00
1193,2019-04-08 12:00:00
1194,2019-04-09 12:00:00
1195,2019-04-10 12:00:00
1196,2019-04-11 12:00:00
1197,2019-04-12 12:00:00
1198,2019-04-13 12:00:00
1199,2019-04-14 12:00:00
1200,2019-04-15 12:00:00
1201,2019-04-16 12:00:00
1202,2019-04-17 12:00:00
1203,2019-04-18 12:00:00
1204,2019-04-19 12:00:00
1205,2019-04-20 12:00:00
1206,2019-04-21 12:00:00
1207,2019-04-22 12:00:00
1208,2019-04-23 12:00:00
1209,2019-04-24 12:00:00
1210,2019-04-25 12:00:00
1211,2019-04-26 12:00:00
1212,2019-04-27 12:00:00
1213,2019-04-28 12:00:00
1214,2019-04-29 12:00:00
1215,2019-04-30 12:00:00
1216,2019-05-01 12:00:00
1217,2019-05-02 12:00:00
1218,2019-05-03 12:00:00
1219,2019-05-04 12:00:00
1220,2019-05-05 12:00:00
1221,2019-05-06 12:00:00
1222,2019-05-07 12:00:00
1223,2019-05-08 12:00:00
1224,2019-05-09 12:00:00
1225,2019-05-10 12:00:00
1226,2019-05-11 12:00:00
1227,2019-05-12 12:00:00
1228,2019-05-13 12:00:00
1229,2019-05-14 12:00:00
1230,2019-05-15 12:00:00
1231,2019-05-16 12:00:00
1232,2019-05-17 12:00:00
1233,2019-05-18 12:00:00
1234,2019-05-19 12:00:00
1235,2019-05-20 12:00:00
1236,2019-05-21 12:00:00
1237,2019-05-22 12:00:00
1238,2019-05-23 12:00:00
1239,2019-05-24 12:00:00
1240,2019-05-25 12:00:00
1241,2019-05-26 12:00:00
1242,2019-05-27 12:00:00
1243,2019-05-28 12:00:00
1244,2019-05-29 12:00:00
1245,2019-05-30 12:00:00
1246,2019-05-31 12:00:00
1247,2019-06-01 12:00:00
1248,2019-06-02 12:00:00
1249,2019-06-03 12:00:00
1250,2019-06-04 12:00:00
1251,2019-06-05 12:00:00
1252,2019-06-06 12:00:00
1253,2019-06-07 12:00:00
1254,2019-06-08 12:00:00
1255,2019-06-09 12:00:00
1256,2019-06-10 12:00:00
1257,2019-06-11 12:00:00
1258,2019-06-12 12:00:00
1259,2019-06-13 12:00:00
1260,2019-06-14 12:00:00
1261,2019-06-15 12:00:00
1262,2019-06-16 12:00:00
1263,2019-06-17 12:00:00
1264,2019-06-18 12:00:00
1265,2019-06-19 12:00:00
1266,2019-06-20 12:00:00
1267,2019-06-21 12:00:00
1268,2019-06-22 12:00:00
1269,2019-06-23 12:00:00
1270,2019-06-24 12:00:00
1271,2019-06-25 12:00:00
1272,2019-06-26 12:00:00
1273,2019-06-27 12:00:00
1274,2019-06-28 12:00:00
1275,2019-06-29 12:00:00
1276,2019-06-30 12:00:00
1277,2019-07-01 12:00:00
1278,2019-07-02 12:00:00
1279,2019-07-03 12:00:00
1280,2019-07-04 12:00:00
1281,2019-07-05 12:00:00
1282,2019-07-06 12:00:00
1283,2019-07-07 12:00:00
1284,2019-07-08 12:00:00
1285,2019-07-09 12:00:00
1286,2019-07-10 12:00:00
1287,2019-07-11 12:00:00
1288,2019-07-12 12:00:00
1289,2019-07-13 12:00:00
1290,2019-07-14 12:00:00
1291,2019-07-15 12:00:00
1292,2019-07-16 12:00:00
1293,2019-07-17 12:00:00
1294,2019-07-18 12:00:00
1295,2019-07-19 12:00:00
1296,2019-07-20 12:00:00
1297,2019-07-21 12:00:00
1298,2019-07-22 12:00:00
1299,2019-07-23 12:00:00
1300,2019-07-24 12:00:00
1301,2019-07-25 12:00:00
1302,2019-07-26 12:00:00
1303,2019-07-27 12:00:00
1304,2019-07-28 12:00:00
1305,2019-07-29 12:00:00
1306,2019-07-30 12:00:00
1307,2019-07-31 12:00:00
1308,2019-08-01 12:00:00
1309,2019-08-02 12:00:00
1310,2019-08-03 12:00:00
1311,2019-08-04 12:00:00
1312,2019-08-05 12:00:00
1313,2019-08-06 12:00:00
1314,2019-08-07 12:00:00
1315,2019-08-08 12:00:00
1316,2019-08-09 12:00:00
1317,2019-08-10 12:00:00
1318,2019-08-11 12:00:00
1319,2019-08-12 12:00:00
1320,2019-08-13 12:00:00
1321,2019-08-14 12:00:00
1322,2019-08-15 12:00:00
1323,2019-08-16 12:00:00
1324,2019-08-17 12:00:00
1325,2019-08-18 12:00:00
1326,2019-08-19 12:00:00
1327,2019-08-20 12:00:00
1328,2019-08-21 12:00:00
1329,2019-08-22 12:00:00
1330,2019-08-23 12:00:00
1331,2019-08-24 12:00:00
1332,2019-08-25 12:00:00
1333,2019-08-26 12:00:00
1334,2019-08-27 12:00:00
1335,2019-08-28 12:00:00
1336,2019-08-29 12:00:00
1337,2019-08-30 12:00:00
1338,2019-08-31 12:00:00
1339,2019-09-01 12:00:00
1340,2019-09-02 12:00:00
1341,2019-09-03 12:00:00
1342,2019-09-04 12:00:00
1343,2019-09-05 12:00:00
1344,2019-09-06 12:00:00
1345,2019-09-07 12:00:00
1346,2019-09-08 12:00:00
1347,2019-09-09 12:00:00
1348,2019-09-10 12:00:00
1349,2019-09-11 12:00:00
1350,2019-09-12 12:00:00
1351,2019-09-13 12:00:00
1352,2019-09-14 12:00:00
1353,2019-09-15 12:00:00
1354,2019-09-16 12:00:00
1355,2019-09-17 12:00:00
1356,2019-09-18 12:00:00
1357,2019-09-19 12:00:00
1358,2019-09-20 12:00:00
1359,2019-09-21 12:00:00
1360,2019-09-22 12:00:00
1361,2019-09-23 12:00:00
1362,2019-09-24 12:00:00
1363,2019-09-25 12:00:00
1364,2019-09-26 12:00:00
1365,2019-09-27 12:00:00
1366,2019-09-28 12:00:00
1367,2019-09-29 12:00:00
1368,2019-09-30 12:00:00
1369,2019-10-01 12:00:00
1370,2019-10-02 12:00:00
1371,2019-10-03 12:00:00
1372,2019-10-04 12:00:00
1373,2019-10-05 12:00:00
1374,2019-10-06 12:00:00
1375,2019-10-07 12:00:00
1376,2019-10-08 12:00:00
1377,2019-10-09 12:00:00
1378,2019-10-10 12:00:00
1379,2019-10-11 12:00:00
1380,2019-10-12 12:00:00
1381,2019-10-13 12:00:00
1382,2019-10-14 12:00:00
1383,2019-10-15 12:00:00
1384,2019-10-16 12:00:00
1385,2019-10-17 12:00:00
1386,2019-10-18 12:00:00
1387,2019-10-19 12:00:00
1388,2019-10-20 12:00:00
1389,2019-10-21 12:00:00
1390,2019-10-22 12:00:00
1391,2019-10-23 12:00:00
1392,2019-10-24 12:00:00
1393,2019-10-25 12:00:00
1394,2019-10-26 12:00:00
1395,2019-10-27 12:00:00
1396,2019-10-28 12:00:00
1397,2019-10-29 12:00:00
1398,2019-10-30 12:00:00
1399,2019-10-31 12:00:00
1400,2019-11-01 12:00:00
1401,2019-11-02 12:00:00
1402,2019-11-03 12:00:00
1403,2019-11-04 12:00:00
1404,2019-11-05 12:00:00
1405,2019-11-06 12:00:00
1406,2019-11-07 12:00:00
1407,2019-11-08 12:00:00
1408,2019-11-09 12:00:00
1409,2019-11-10 12:00:00
1410,2019-11-11 12:00:00
1411,2019-11-12 12:00:00
1412,2019-11-13 12:00:00
1413,2019-11-14 12:00:00
1414,2019-11-15 12:00:00
1415,2019-11-16 12:00:00
1416,2019-11-17 12:00:00
1417,2019-11-18 12:00:00
1418,2019-11-19 12:00:00
1419,2019-11-20 12:00:00
1420,2019-11-21 12:00:00
1421,2019-11-22 12:00:00
1422,2019-11-23 12:00:00
1423,2019-11-24 12:00:00
1424,2019-11-25 12:00:00
1425,2019-11-26 12:00:00
1426,2019-11-27 12:00:00
1427,2019-11-28 12:00:00
1428,2019-11-29 12:00:00
1429,2019-11-30 12:00:00
1430,2019-12-01 12:00:00
1431,2019-12-02 12:00:00
1432,2019-12-03 12:00:00
1433,2019-12-04 12:00:00
1434,2019-12-05 12:00:00
1435,2019-12-06 12:00:00
1436,2019-12-07 12:00:00
1437,2019-12-08 12:00:00
1438,2019-12-09 12:00:00
1439,2019-12-10 12:00:00
1440,2019-12-11 12:00:00
1441,2019-12-12 12:00:00
1442,2019-12-13 12:00:00
1443,2019-12-14 12:00:00
1444,2019-12-15 12:00:00
1445,2019-12-16 12:00:00
1446,2019-12-17 12:00:00
1447,2019-12-18 12:00:00
1448,2019-12-19 12:00:00
1449,2019-12-20 12:00:00
1450,2019-12-21 12:00:00
1451,2019-12-22 12:00:00
1452,2019-12-23 12:00:00
1453,2019-12-24 12:00:00
1454,2019-12-25 12:00:00
1455,2019-12-26 12:00:00
1456,2019-12-27 12:00:00
1457,2019-12-28 12:00:00
1458,2019-12-29 12:00:00
1459,2019-12-30 12:00:00
1460,2019-12-31 12:00:00
1461,2020-01-01 12:00:00
1462,2020-01-02 12:00:00
1463,2020-01-03 12:00:00
1464,2020-01-04 12:00:00
1465,2020-01-05 12:00:00
1466,2020-01-06 12:00:00
1467,2020-01-07 12:00:00
1468,2020-01-08 12:00:00
1469,2020-01-09 12:00:00
1470,2020-01-10 12:00:00
1471,2020-01-11 12:00:00
1472,2020-01-12 12:00:00
1473,2020-01-13 12:00:00
1474,2020-01-14 12:00:00
1475,2020-01-15 12:00:00
1476,2020-01-16 12:00:00
1477,2020-01-17 12:00:00
1478,2020-01-18 12:00:00
1479,2020-01-19 12:00:00
1480,2020-01-20 12:00:00
1481,2020-01-21 12:00:00
1482,2020-01-22 12:00:00
1483,2020-01-23 12:00:00
1484,2020-01-24 12:00:00
1485,2020-01-25 12:00:00
1486,2020-01-26 12:00:00
1487,2020-01-27 12:00:00
1488,2020-01-28 12:00:00
1489,2020-01-29 12:00:00
1490,2020-01-30 12:00:00
1491,2020-01-31 12:00:00
1492,2020-02-01 12:00:00
1493,2020-02-02 12:00:00
1494,2020-02-03 12:00:00
1495,2020-02-04 12:00:00
1496,2020-02-05 12:00:00
1497,2020-02-06 12:00:00
1498,2020-02-07 12:00:00
1499,2020-02-08 12:00:00
1500,2020-02-09 12:00:00
1501,2020-02-10 12:00:00
1502,2020-02-11 12:00:00
1503,2020-02-12 12:00:00
1504,2020-02-13 12:00:00
1505,2020-02-14 12:00:00
1506,2020-02-15 12:00:00
1507,2020-02-16 12:00:00
1508,2020-02-17 12:00:00
1509,2020-02-18 12:00:00
1510,2020-02-19 12:00:00
1511,2020-02-20 12:00:00
1512,2020-02-21 12:00:00
1513,2020-02-22 12:00:00
1514,2020-02-23 12:00:00
1515,2020-02-24 12:00:00
1516,2020-02-25 12:00:00
1517,2020-02-26 12:00:00
1518,2020-02-27 12:00:00
1519,2020-02-28 12:00:00
1520,2020-02-29 12:00:00
1521,2020-03-01 12:00:00
1522,2020-03-02 12:00:00
1523,2020-03-03 12:00:00
1524,2020-03-04 12:00:00
1525,2020-03-05 12:00:00
1526,2020-03-06 12:00:00
1527,2020-03-07 12:00:00
1528,2020-03-08 12:00:00
1529,2020-03-09 12:00:00
1530,2020-03-10 12:00:00
1531,2020-03-11 12:00:00
1532,2020-03-12 12:00:00
1533,2020-03-13 12:00:00
1534,2020-03-14 12:00:00
1535,2020-03-15 12:00:00
1536,2020-03-16 12:00:00
1537,2020-03-17 12:00:00
1538,2020-03-18 12:00:00
1539,2020-03-19 12:00:00
1540,2020-03-20 12:00:00
1541,2020-03-21 12:00:00
1542,2020-03-22 12:00:00
1543,2020-03-23 12:00:00
1544,2020-03-24 12:00:00
1545,2020-03-25 12:00:00
1546,2020-03-26 12:00:00
1547,2020-03-27 12:00:00
1548,2020-03-28 12:00:00
1549,2020-03-29 12:00:00
1550,2020-03-30 12:00:00
1551,2020-03-31 12:00:00
1552,2020-04-01 12:00:00
1553,2020-04-02 12:00:00
1554,2020-04-03 12:00:00
1555,2020-04-04 12:00:00
1556,2020-04-05 12:00:00
1557,2020-04-06 12:00:00
1558,2020-04-07 12:00:00
1559,2020-04-08 12:00:00
1560,2020-04-09 12:00:00
1561,2020-04-10 12:00:00
1562,2020-04-11 12:00:00
1563,2020-04-12 12:00:00
1564,2020-04-13 12:00:00
1565,2020-04-14 12:00:00
1566,2020-04-15 12:00:00
1567,2020-04-16 12:00:00
1568,2020-04-17 12:00:00
1569,2020-04-18 12:00:00
1570,2020-04-19 12:00:00
1571,2020-04-20 12:00:00
1572,2020-04-21 12:00:00
1573,2020-04-22 12:00:00
1574,2020-04-23 12:00:00
1575,2020-04-24 12:00:00
1576,2020-04-25 12:00:00
1577,2020-04-26 12:00:00
1578,2020-04-27 12:00:00
1579,2020-04-28 12:00:00
1580,2020-04-29 12:00:00
1581,2020-04-30 12:00:00
1582,2020-05-01 12:00:00
1583,2020-05-02 12:00:00
1584,2020-05-03 12:00:00
1585,2020-05-04 12:00:00
1586,2020-05-05 12:00:00
1587,2020-05-06 12:00:00
1588,2020-05-07 12:00:00
1589,2020-05-08 12:00:00
1590,2020-05-09 12:00:00
1591,2020-05-10 12:00:00
1592,2020-05-11 12:00:00
1593,2020-05-12 12:00:00
1594,2020-05-13 12:00:00
1595,2020-05-14 12:00:00
1596,2020-05-15 12:00:00
1597,2020-05-16 12:00:00
1598,2020-05-17 12:00:00
1599,2020-05-18 12:00:00
1600,2020-05-19 12:00:00
1601,2020-05-20 12:00:00
1602,2020-05-21 12:00:00
1603,2020-05-22 12:00:00
1604,2020-05-23 12:00:00
1605,2020-05-24 12:00:00
1606,2020-05-25 12:00:00
1607,2020-05-26 12:00:00
1608,2020-05-27 12:00:00
1609,2020-05-28 12:00:00
1610,2020-05-29 12:00:00
1611,2020-05-30 12:00:00
1612,2020-05-31 12:00:00
1613,2020-06-01 12:00:00
1614,2020-06-02 12:00:00
1615,2020-06-03 12:00:00
1616,2020-06-04 12:00:00
1617,2020-06-05 12:00:00
1618,2020-06-06 12:00:00
1619,2020-06-07 12:00:00
1620,2020-06-08 12:00:00
1621,2020-06-09 12:00:00
1622,2020-06-10 12:00:00
1623,2020-06-11 12:00:00
1624,2020-06-12 12:00:00
1625,2020-06-13 12:00:00
1626,2020-06-14 12:00:00
1627,2020-06-15 12:00:00
1628,2020-06-16 12:00:00
1629,2020-06-17 12:00:00
1630,2020-06-18 12:00:00
1631,2020-06-19 12:00:00
1632,2020-06-20 12:00:00
1633,2020-06-21 12:00:00
1634,2020-06-22 12:00:00
1635,2020-06-23 12:00:00
1636,2020-06-24 12:00:00
1637,2020-06-25 12:00:00
1638,2020-06-26 12:00:00
1639,2020-06-27 12:00:00
1640,2020-06-28 12:00:00
1641,2020-06-29 12:00:00
1642,2020-06-30 12:00:00
1643,2020-07-01 12:00:00
1644,2020-07-02 12:00:00
1645,2020-07-03 12:00:00
1646,2020-07-04 12:00:00
1647,2020-07-05 12:00:00
1648,2020-07-06 12:00:00
1649,2020-07-07 12:00:00
1650,2020-07-08 12:00:00
1651,2020-07-09 12:00:00
1652,2020-07-10 12:00:00
1653,2020-07-11 12:00:00
1654,2020-07-12 12:00:00
1655,2020-07-13 12:00:00
1656,2020-07-14 12:00:00
1657,2020-07-15 12:00:00
1658,2020-07-16 12:00:00
1659,2020-07-17 12:00:00
1660,2020-07-18 12:00:00
1661,2020-07-19 12:00:00
1662,2020-07-20 12:00:00
1663,2020-07-21 12:00:00
1664,2020-07-22 12:00:00
1665,2020-07-23 12:00:00
1666,2020-07-24 12:00:00
1667,2020-07-25 12:00:00
1668,2020-07-26 12:00:00
1669,2020-07-27 12:00:00
1670,2020-07-28 12:00:00
1671,2020-07-29 12:00:00
1672,2020-07-30 12:00:00
1673,2020-07-31 12:00:00
1674,2020-08-01 12:00:00
1675,2020-08-02 12:00:00
1676,2020-08-03 12:00:00
1677,2020-08-04 12:00:00
1678,2020-08-05 12:00:00
1679,2020-08-06 12:00:00
1680,2020-08-07 12:00:00
1681,2020-08-08 12:00:00
1682,2020-08-09 12:00:00
1683,2020-08-10 12:00:00
1684,2020-08-11 12:00:00
1685,2020-08-12 12:00:00
1686,2020-08-13 12:00:00
1687,2020-08-14 12:00:00
1688,2020-08-15 12:00:00
1689,2020-08-16 12:00:00
1690,2020-08-17 12:00:00
1691,2020-08-18 12:00:00
1692,2020-08-19 12:00:00
1693,2020-08-20 12:00:00
1694,2020-08-21 12:00:00
1695,2020-08-22 12:00:00
1696,2020-08-23 12:00:00
1697,2020-08-24 12:00:00
1698,2020-08-25 12:00:00
1699,2020-08-26 12:00:00
1700,2020-08-27 12:00:00
1701,2020-08-28 12:00:00
1702,2020-08-29 12:00:00
1703,2020-08-30 12:00:00
1704,2020-08-31 12:00:00
1705,2020-09-01 12:00:00
1706,2020-09-02 12:00:00
1707,2020-09-03 12:00:00
1708,2020-09-04 12:00:00
1709,2020-09-05 12:00:00
1710,2020-09-06 12:00:00
1711,2020-09-07 12:00:00
1712,2020-09-08 12:00:00
1713,2020-09-09 12:00:00
1714,2020-09-10 12:00:00
1715,2020-09-11 12:00:00
1716,2020-09-12 12:00:00
1717,2020-09-13 12:00:00
1718,2020-09-14 12:00:00
1719,2020-09-15 12:00:00
1720,2020-09-16 12:00:00
1721,2020-09-17 12:00:00
1722,2020-09-18 12:00:00
1723,2020-09-19 12:00:00
1724,2020-09-20 12:00:00
1725,2020-09-21 12:00:00
1726,2020-09-22 12:00:00
1727,2020-09-23 12:00:00
1728,2020-09-24 12:00:00
1729,2020-09-25 12:00:00
1730,2020-09-26 12:00:00
1731,2020-09-27 12:00:00
1732,2020-09-28 12:00:00
1733,2020-09-29 12:00:00
1734,2020-09-30 12:00:00
1735,2020-10-01 12:00:00
1736,2020-10-02 12:00:00
1737,2020-10-03 12:00:00
1738,2020-10-04 12:00:00
1739,2020-10-05 12:00:00
1740,2020-10-06 12:00:00
1741,2020-10-07 12:00:00
1742,2020-10-08 12:00:00
1743,2020-10-09 12:00:00
1744,2020-10-10 12:00:00
1745,2020-10-11 12:00:00
1746,2020-10-12 12:00:00
1747,2020-10-13 12:00:00
1748,2020-10-14 12:00:00
1749,2020-10-15 12:00:00
1750,2020-10-16 12:00:00
1751,2020-10-17 12:00:00
1752,2020-10-18 12:00:00
1753,2020-10-19 12:00:00
1754,2020-10-20 12:00:00
1755,2020-10-21 12:00:00
1756,2020-10-22 12:00:00
1757,2020-10-23 12:00:00
1758,2020-10-24 12:00:00
1759,2020-10-25 12:00:00
1760,2020-10-26 12:00:00
1761,2020-10-27 12:00:00
1762,2020-10-28 12:00:00
1763,2020-10-29 12:00:00
1764,2020-10-30 12:00:00
1765,2020-10-31 12:00:00
1766,2020-11-01 12:00:00
1767,2020-11-02 12:00:00
1768,2020-11-03 12:00:00
1769,2020-11-04 12:00:00
1770,2020-11-05 12:00:00
1771,2020-11-06 12:00:00
1772,2020-11-07 12:00:00
1773,2020-11-08 12:00:00
1774,2020-11-09 12:00:00
1775,2020-11-10 12:00:00
1776,2020-11-11 12:00:00
1777,2020-11-12 12:00:00
1778,2020-11-13 12:00:00
1779,2020-11-14 12:00:00
1780,2020-11-15 12:00:00
1781,2020-11-16 12:00:00
1782,2020-11-17 12:00:00
1783,2020-11-18 12:00:00
1784,2020-11-19 12:00:00
1785,2020-11-20 12:00:00
1786,2020-11-21 12:00:00
1787,2020-11-22 12:00:00
1788,2020-11-23 12:00:00
1789,2020-11-24 12:00:00
1790,2020-11-25 12:00:00
1791,2020-11-26 12:00:00
1792,2020-11-27 12:00:00
1793,2020-11-28 12:00:00
1794,2020-11-29 12:00:00
1795,2020-11-30 12:00:00
1796,2020-12-01 12:00:00
1797,2020-12-02 12:00:00
1798,2020-12-03 12:00:00
1799,2020-12-04 12:00:00
1800,2020-12-05 12:00:00
1801,2020-12-06 12:00:00
1802,2020-12-07 12:00:00
1803,2020-12-08 12:00:00
1804,2020-12-09 12:00:00
1805,2020-12-10 12:00:00
1806,2020-12-11 12:00:00
1807,2020-12-12 12:00:00
1808,2020-12-13 12:00:00
1809,2020-12-14 12:00:00
1810,2020-12-15 12:00:00
